fcltynm,mt10id,mt13cnt,fcltychartr,opende,seatscale,telno,relateurl,adres,la,lo,restaurant,cafe,store,nolibang,suyu,parkbarrier,restbarrier,runwbarrier,elevbarrier,parkinglot,mt13s
광명동굴,FC003433,1,기타(비공연장),,0,,,경기도 광명시 가학로85번길 142 (가학동),37.424678600000000,126.86343210000000,N,N,N,N,N,N,N,N,N,N,
광명문화예술교육지원센터 광명극장,FC002857,1,공공(기타),2017,480,02-2621-8890,http://gm-arte.or.kr/index.php,경기도 광명시 철망산로 2(하안동),37.466764100000000,126.86990080000000,N,N,N,N,N,N,N,N,N,Y,
광명문화원,FC000540,1,공공(기타),1992,178,02-2618-5800,http://www.gmcc.or.kr/,경기도 광명시 철망산로 42 (하안동),37.467620400000000,126.87351590000003,N,N,N,Y,N,Y,Y,N,Y,Y,
광명시 광명 5동 일대,FC002593,1,기타(비공연장),,0,,,경기도 광명시 너부대로32번길 15-3 (광명동),37.476685400000000,126.84973900000000,N,N,N,N,N,N,N,N,N,N,
광명시민회관,FC000071,3,공공(문예회관),1990,822,02-2621-8800,www.gmcf.or.kr,경기도 광명시 시청로 20 (철산동),37.477015900000000,126.86367769999993,N,Y,N,N,Y,Y,Y,Y,Y,Y,
광명시평생학습원,FC000636,1,공공(기타),2002,150,02-2680-6114,http://lll.gm.go.kr/site/gmedu/main.do,경기도 광명시 오리로854번길 10,37.474373084402000,126.86846293438500,N,Y,N,N,N,N,N,N,N,Y,
광명오픈아트홀,FC000067,1,공공(기타),2009,612,02-2680-2888,http://www.gm.go.kr/pt/partInfo/pp/pp04/PTMN845.jsp,경기도 광명시 오리로 703 (하안동),37.463295500000000,126.87067739999998,N,N,N,N,N,Y,Y,Y,Y,Y,
광명전통무형유산전수관,FC004068,1,공공(문예회관),,100,,https://www.gmcf.or.kr/Management/GmHeritage/Index,경기도 광명시 오리로 272 (소하동),37.426846500000000,126.88206590000000,N,N,N,N,N,N,N,N,N,N,
광명종합사회복지관,FC000889,1,공공(기타),2005,160,02-2687-2921,http://www.gmswc.or.kr/,경기도 광명시 오리로 1018 (광명동),37.480853499999990,126.85045560000003,Y,Y,N,N,N,Y,Y,Y,Y,Y,
광복극장,FC004482,1,민간(대학로),,0,,,서울특별시 종로구 성균관로 15-10 (명륜3가),37.583886000000000,126.99715600000000,N,N,N,N,N,N,N,N,N,N,
광산구청소년수련관,FC000347,1,공공(기타),2008,250,062-971-5533,http://gshiyouth.co.kr/,광주광역시 광산구 첨단중앙로182번길 39 (쌍암동),35.222211000000000,126.84432760000004,N,Y,N,N,N,Y,Y,Y,Y,Y,
광산문화예술회관,FC000849,1,공공(문예회관),2002,500,062-960-8860,http://art.gwangsan.go.kr/,광주광역시 광산구 광산로68번길 13 (송정동),35.140440400000000,126.79929249999998,N,N,N,N,N,N,N,N,N,Y,
광안리 해수욕장,FC003996,1,기타(비공연장),,0,,,부산광역시 수영구 광안해변로 219 (광안동),35.153772800000000,129.11852000000000,N,N,N,N,N,N,N,N,N,N,
광야아트센터,FC002226,1,민간(대학로 외),2019,216,02-741-9182,https://stgwangya.modoo.at/,서울특별시 강남구 선릉로 806 (청담동),37.523865300000000,127.03961660000000,N,Y,N,Y,Y,N,Y,Y,Y,Y,
광양공설운동장,FC003166,1,기타(비공연장),,7980,,,전라남도 광양시 광양읍 매천로 695-20,34.982922900000000,127.57541510000000,N,N,N,N,N,N,N,Y,N,Y,
광양시문화예술회관,FC000743,2,공공(문예회관),1996,679,061-797-2529,http://www.gwangyang.go.kr/tour_culture/index.gwangyang?menuCd=DOM_000000409001002001,전라남도 광양시 광양읍 향교길 9-30,34.979982700000000,127.58758920000002,N,N,N,N,N,Y,N,Y,N,Y,
광양커뮤니티센터,FC001394,1,공공(기타),2001,328,061-798-7900,,전라남도 광양시 중마로 410 (마동) 광양커뮤니티센터,34.946489800000000,127.70303590000003,N,N,N,N,N,Y,Y,N,Y,Y,
광운대학교 동해문화예술관,FC002118,2,민간(대학로 외),1994,2432,02-940-8614,http://dac.kw.ac.kr/main/main.php,서울특별시 노원구 광운로 20(월계동),37.619320300000000,127.05833810000000,Y,Y,Y,N,N,Y,Y,N,N,Y,
광원아트홀,FC003263,1,민간(대학로 외),,0,032-858-7650,https://www.gwart.org/,인천광역시 연수구 벤처로 10(송도동),37.382484400000000,126.63686140000000,N,N,N,N,N,N,N,N,N,N,
광주 예술의 전당,FC000233,4,공공(문예회관),1991,1981,062-613-8333,https://gjart.gwangju.go.kr/intro.jsp,광주광역시 북구 북문대로 60 (운암동),35.177712400000000,126.88170230000003,N,Y,N,Y,Y,Y,Y,Y,Y,Y,
광주MBC,FC004558,1,공공(기타),,0,062-360-2211,https://kjmbc.co.kr/,광주광역시 남구 월산로116번길 17 (월산동),35.149141000000000,126.89879500000000,N,N,N,N,N,N,N,N,N,Y,
광주공연마루,FC002076,1,공공(기타),2014,172,062-613-8379,http://expo.gitct.kr/,광주광역시 서구 상무시민로 3 (치평동),35.155868200000000,126.84092590000000,N,Y,N,N,N,Y,Y,Y,Y,Y,
광주과학기술원(GIST),FC004541,4,기타(비공연장),,1628,,,광주광역시 북구 첨단과기로 123 (오룡동),35.228759000000000,126.83932400000000,N,N,N,N,N,N,N,N,N,N,
광주광역시 교육연수원,FC002904,1,민간(대학로 외),,1000,,https://eduup.gen.go.kr/index.go,광주광역시 북구 능안로30번길 5(오치동),35.189889200000000,126.91944310000000,Y,N,N,N,N,N,N,N,N,Y,
광주광역시 청소년수련원,FC000352,1,공공(기타),1999,466,062-373-0942,http://www.fmayouth.co.kr/main/index.html,광주광역시 서구 학생독립로 37 (화정동),35.141047800000000,126.86735010000007,N,N,N,N,N,N,N,N,N,Y,
광주광역시청,FC002736,2,공공(기타),2006,2000,062-613-3195,,광주광역시 서구 내방로 111 (치평동),35.160099400000000,126.85146190000000,N,N,N,N,Y,Y,Y,Y,N,Y,
광주교육대학교 풍향문화관,FC001339,1,민간(대학로 외),2014,607,062-520-4283,,광주광역시 북구 필문대로 55 (풍향동),35.165051300000000,126.92640480000000,Y,Y,Y,N,N,Y,N,N,N,Y,
광주극장,FC002350,1,기타(비공연장),1935,856,062-224-5858,https://cafe.naver.com/cinemagwangju/,광주광역시 동구 충장로46번길 10 (충장로5가),35.149894600000000,126.91229280000000,N,Y,Y,N,N,N,N,N,N,N,
광주남구문화예술회관,FC001306,1,공공(문예회관),2003,402,062-670-5060,http://www.nglcc.kr/,광주광역시 남구 봉선로 208 (봉선동),35.122106800000000,126.90795789999993,Y,Y,N,N,N,Y,Y,N,Y,Y,
광주동구문화센터,FC000225,1,공공(문예회관),2009,108,062-225-4566,http://www.donggucc.kr/www/cmd.do?opencode=pg_main,광주광역시 동구 남문로 646 (소태동),35.128571600000000,126.93093020000003,N,N,N,N,N,Y,Y,Y,Y,Y,
광주디자인센터,FC001406,1,공공(기타),2006,300,062-611-5000,http://www.gdc.or.kr/,광주광역시 북구 첨단과기로176번길 27 (오룡동),35.223826900000000,126.84684870000001,N,Y,N,Y,N,Y,Y,Y,Y,Y,
광주명품백화점,FC002272,2,기타(비공연장),,352,062-946-3333,https://www.impactuno.com/default/,광주광역시 광산구 상무대로 509 (우산동),35.143540300000000,126.82211060000000,N,N,N,N,N,Y,Y,Y,Y,Y,
광주벧엘교회,FC001976,1,기타(비공연장),1979,0,062-367-1004,http://kjbethel.kr/,광주광역시 남구 군분로170번길 8 (월산동),35.147163200000000,126.88742160000000,Y,Y,N,Y,Y,N,Y,N,Y,Y,
광주북구문화센터 (양산도서관),FC002769,1,공공(기타),2021,360,062-410-8367,https://bukgu.gwangju.kr/bcc/,광주광역시 북구 하서로 299 (양산동),35.201385500000000,126.87385260000000,N,Y,N,Y,N,N,N,N,N,Y,
광주북구종합체육관,FC003259,1,공공(기타),2022,0,062-524-0740,,광주광역시 북구 첨단연신로29번길 15(연제동),35.200390700000000,126.86174930000000,N,N,N,N,N,N,N,N,N,N,
광주북구청소년수련관,FC000780,1,공공(기타),1995,262,062-268-2321,http://www.bukguyouth.net/,광주광역시 북구 대천로 86 (문흥동),35.184263800000000,126.91723479999996,N,N,N,N,N,N,N,N,N,Y,
광주북구평생학습관,FC002466,1,공공(기타),2002,104,062-410-6182,https://bukgu.gwangju.kr/edu/,광주광역시 북구 향토문화로 65 (중흥동),35.172862200000000,126.91364690000000,N,N,N,N,N,N,N,N,N,Y,
광주서구문화센터,FC000236,1,공공(문예회관),2000,326,062-654-4300,http://www.ymcakwangju.or.kr/,광주광역시 서구 마재로 3 (금호동),35.130799000000000,126.86026800000002,N,Y,N,N,N,Y,Y,Y,Y,Y,
광주시문화예술의전당 (구. 남한산성아트홀),FC000110,2,공공(문예회관),2011,1308,031-760-4466,https://www.nsart.or.kr,경기도 광주시 회안대로 891 (송정동),37.427040800000000,127.25507500000003,Y,Y,Y,N,N,Y,Y,Y,Y,Y,
광주시민회관,FC002566,2,공공(기타),1971,210,062-672-0660,http://www.groupcs.kr/?s1=1595380923,광주광역시 남구 중앙로107번길 15 (구동),35.146986200000000,126.90910470000000,N,N,N,N,N,N,N,Y,N,Y,
광주실감콘텐츠큐브 (GCC),FC004346,1,공공(기타),,0,062-610-2944,https://www.gicon.or.kr/studio/,광주광역시 남구 송암로24번가길 46 (송하동),35.112029300000000,126.87813830000000,N,N,N,N,N,N,N,N,N,N,
광주아트홀,FC001083,1,민간(대학로 외),2013,135,062-227-7440,http://gwangjuarthall.com/,광주광역시 동구 중앙로160번길 22 (황금동),35.146874000000000,126.91517539999995,N,N,N,N,N,N,N,N,N,Y,
광주여자대학교,FC001899,2,공공(기타),2015,8337,062-950-3631,https://www.kwu.ac.kr/index.do,광주광역시 광산구 광주여대길 45 (산정동),35.163936000000000,126.79752100000000,Y,Y,Y,N,N,Y,N,N,N,Y,
광주염주종합체육관,FC002602,1,공공(기타),1987,6862,062-604-1400,,광주광역시 서구 금화로 278 (풍암동),35.135392000000000,126.87886400000000,Y,N,Y,N,N,Y,N,N,N,Y,
광주월드컵경기장,FC002079,1,공공(기타),2001,44118,062-604-2002,,광주광역시 서구 금화로 240 (풍암동),35.133362600000000,126.87782730000000,Y,Y,Y,N,N,Y,Y,N,N,Y,
광주음악산업진흥센터(광주음악창작소),FC002110,1,공공(기타),2003,200,062-654-3628,http://www.gjmusic.kr/,광주광역시 남구 사직길 17 (사동),35.142266800000000,126.91414010000000,N,Y,N,N,N,Y,Y,Y,N,Y,
광주전통문화관,FC003105,3,공공(기타),2012,440,062-670-8550,http://www.gtcc.or.kr/,광주광역시 동구 의재로 222(운림동),35.133485100000000,126.95140450000000,N,N,N,N,N,N,N,N,Y,Y,
광주청소년삶디자인센터,FC001946,1,공공(기타),2016,100,062-232-1324,https://samdi.or.kr/,광주광역시 동구 중앙로160번길 31-37 (황금동),35.147527200000000,126.91611940000000,Y,Y,N,N,N,Y,Y,N,N,N,
광주학생교육문화회관,FC000610,1,공공(기타),2001,501,062-380-8800,http://lib.gen.go.kr/gecs/,광주광역시 서구 상무민주로 61 (쌍촌동),35.157053100000000,126.85815600000001,N,Y,N,Y,N,Y,Y,Y,N,Y,
광진어린이공연장,FC003360,1,민간(대학로 외),,105,,,서울특별시 광진구 능동로 400(중곡동),37.565058100000000,127.08445680000000,N,N,N,N,N,N,N,N,N,Y,
광천문예회관,FC002467,1,공공(기타),2012,440,,,충청남도 홍성군 광천읍 광천로 342,36.504565000000000,126.62512010000000,N,N,N,N,N,Y,N,N,N,Y,
광한루원,FC001689,3,기타(비공연장),1626,254,063-625-4861,http://www.gwanghallu.or.kr/,전라북도 남원시 요천로 1447 (천거동) 광한루원,35.402942100000000,127.37957280000000,N,N,N,N,N,Y,Y,Y,N,Y,
광화문광장,FC002271,3,기타(비공연장),,0,02-2133-7732,https://gwanghwamun.seoul.go.kr/,서울특별시 종로구 세종대로 지하 172 (세종로),37.572433500000000,126.97690290000000,N,N,N,N,N,N,N,N,N,N,
광화문아트홀,FC001177,1,공공(문예회관),2008,340,,,서울특별시 종로구 인왕산로1길 21 (사직동),37.574210200000000,126.96464839999999,N,N,N,N,N,Y,Y,Y,N,N,
괜찮은홀 [중계] (폐관),FC001465,1,민간(대학로 외),2001,120,02-949-5801,http://www.2001hall.com/company/info.php,서울특별시 노원구 동일로204가길 46 (중계동) 2001아울렛 7층 어린이소극장,37.641228100000000,127.06786680000004,N,N,N,N,N,N,N,N,N,N,
괴산문화예술회관,FC002141,1,공공(문예회관),1989,477,043-830-2686,,충청북도 괴산군 괴산읍 동부리 751-10,36.806829000000000,127.79375010000000,N,N,N,N,N,N,N,N,N,Y,
교보생명빌딩 [부산],FC004387,1,기타(비공연장),,0,,,부산광역시 부산진구 중앙대로 658 (부전동),35.151530200000000,129.05955530000000,N,N,N,N,N,N,N,N,N,Y,
교세라 돔 오사카 (KYOCERA DOME OSAKA),FC004010,1,기타(해외등),,0,,https://www.kyoceradome-osaka.jp/,-,0,0,N,N,N,N,N,N,N,N,N,Y,
교원투어빌딩,FC003680,2,민간(대학로 외),,155,02-397-2686,https://www.kyowonspace.co.kr/,서울특별시 종로구 청계천로 51-1 (관철동),37.569126500000000,126.98352230000000,N,N,N,N,N,N,N,N,N,Y,
구 사춤전용관(낙원상가) (폐관),FC001152,1,민간(대학로 외),2004,370,02-3676-7616,http://www.sachoom.com/,서울특별시 종로구 낙원동 284-6 낙원빌딩 5층 502,37.572534100000000,126.98779020000006,N,N,N,N,N,N,N,N,N,N,
구. LG아트센터,FC000002,1,민간(대학로 외),2000,1211,,,서울특별시 강남구 논현로 508 (역삼동),37.502293700000000,127.03752110000005,N,Y,Y,N,N,Y,Y,Y,Y,Y,
구. 맞배집 (폐관),FC002919,1,민간(대학로 외),,0,010-4475-5147,https://matbaezip.com/,대전광역시 중구 보문로260번길 17(대흥동),36.326164800000000,127.42299110000000,N,N,N,N,N,N,N,N,N,N,
구례공설운동장,FC003049,1,기타(비공연장),,5000,,,전라남도 구례군 구례읍 서시천로 106,35.216616100000000,127.46687410000000,N,N,N,N,N,N,N,Y,N,Y,
구례군 문화예술회관,FC002567,2,공공(문예회관),2015,363,061-780-2181,https://www.gurye.go.kr/kr/subPage.do?menuNo=117012001000,전라남도 구례군 구례읍 양정2길 11,35.207039200000000,127.47110640000000,N,N,N,N,N,Y,Y,N,N,Y,
구례자연드림파크,FC003597,1,민간(대학로 외),,0,061-783-2200,https://www.naturaldreampark.co.kr/,전라남도 구례군 용방면 용산로 107-66,35.273259900000000,127.41417760000000,N,N,N,N,N,N,N,N,N,N,
구로구민회관,FC000850,1,공공(문예회관),1989,531,02-860-2592,https://www.guroartsvalley.or.kr/meetingHall?guroart_menu_cd=U0015,서울특별시 구로구 가마산로25길 21 (구로동),37.497057000000000,126.88955880000003,N,N,N,N,N,Y,Y,N,N,Y,
구로아트밸리,FC000783,1,공공(문예회관),2008,1124,02-2029-1700,http://www.guroartsvalley.or.kr/,서울특별시 구로구 가마산로25길 9-24 (구로동),37.496539700000000,126.88896820000002,N,Y,N,N,Y,Y,Y,N,Y,N,
구로창의아트홀,FC004310,1,민간(대학로 외),,208,02-2039-6309,https://www.guroartsvalley.or.kr/user/overall/overallArt10.do,서울특별시 구로구 경인로 416 (고척동),37.498291600000000,126.86581540000000,N,N,N,N,N,N,N,N,N,N,
구름아래소극장,FC002033,1,민간(대학로 외),2019,200,02-3280-8800,http://gurumare.co.kr/,서울특별시 마포구 와우산로29가길 15 (서교동),37.554188700000000,126.92853900000000,Y,Y,N,N,N,N,N,N,N,N,
구름에 리조트,FC003554,1,기타(비공연장),2019,0,054-823-9001,http://www.gurume-andong.com/svc/,경상북도 안동시 민속촌길 190 (성곡동),36.573179100000000,128.76810980000000,N,N,N,N,N,N,N,N,N,N,
구리아트홀,FC001196,4,공공(문예회관),2013,1030,031-580-7900,https://www.guriart.or.kr/PageLink.do,경기도 구리시 아차산로 453,37.595435800000000,127.12996380000004,N,Y,N,Y,Y,Y,Y,Y,Y,Y,
구리행정복지센터,FC000639,1,공공(기타),2010,260,031-550-3751,http://www.gwdcguri.or.kr/frm_centers.asp?c_code=100608,경기도 구리시 체육관로 74 (수택동),37.591488700000000,127.13860649999992,N,N,N,N,N,Y,Y,Y,N,Y,
구미근로자문화센터,FC003310,1,민간(대학로 외),,136,054-476-4114,https://www.gumigx.kr/,경상북도 구미시 해마루공원로 24(구포동),36.134990600000000,128.42939130000000,N,N,N,N,N,N,N,N,N,N,
구미보세장치장,FC004183,1,기타(비공연장),,0,,,경상북도 구미시 1공단로 198-14 (공단동),36.100717600000000,128.38374590000000,N,N,N,N,N,N,N,N,N,N,
구미시문화예술회관,FC000518,3,공공(문예회관),1989,2166,054-480-4560,www.gumi.go.kr/arts,경상북도 구미시 송정대로 89 (송정동 75),36.118378544284200,128.34898410984100,N,N,N,N,N,N,N,N,N,Y,
구미코,FC003277,3,기타(비공연장),,730,,https://www.gumico.com/main/main.php,경상북도 구미시 산동읍 첨단기업1로 49,36.141596700000000,128.44223260000000,N,N,N,N,N,N,N,N,N,N,
구복예술촌,FC002468,1,민간(대학로 외),1997,300,,http://cafe.daum.net/seokgangart/,경상남도 창원시 마산합포구 구산면 해양관광로 1817,35.070358900000000,128.56686280000000,N,N,N,N,N,N,N,N,N,Y,
구석으로부터,FC001684,1,민간(대학로 외),2016,20,010-6412-2870,http://blog.naver.com/onthecorner2016,대전광역시 동구 중앙로203번길 88-1 (정동),36.334227000000000,127.42910210000002,N,N,N,N,N,N,N,N,N,N,
구세군아트홀,FC002690,1,민간(대학로 외),,529,,,서울특별시 서대문구 충정로 7 (충정로3가),37.560112400000000,126.96228210000000,N,N,N,N,N,N,N,N,N,N,
구연서원,FC003666,0,기타(비공연장),,0,,,경상남도 거창군 위천면 은하리길 100,35.762251800000000,127.83095850000000,N,N,N,N,N,N,N,N,N,N,
구의교회,FC004228,1,기타(비공연장),,200,02-457-7011,http://www.kueuichurch.org/,서울특별시 광진구 광나루로44길 47 (구의동),37.542258000000000,127.09170890000000,N,N,N,N,N,N,N,N,N,N,
국기원,FC001649,1,기타(비공연장),1972,3000,02-567-1058,http://www.kukkiwon.or.kr/front/pageView.action?cmd=/kor/index_kor_intro,서울특별시 강남구 테헤란로7길 32 (역삼동),37.502255500000000,127.03030899999999,N,N,N,N,N,Y,N,N,N,Y,
국립4·19민주묘지,FC003605,1,기타(비공연장),1962,1000,02-996-0419,,서울특별시 강북구 4.19로 8 (수유동),37.642462200000000,127.02209450000000,N,N,N,N,N,N,N,N,N,N,
국립공주박물관,FC001829,2,공공(기타),1946,280,041-850-6347,https://gongju.museum.go.kr/gongju/,충청남도 공주시 관광단지길 34 (웅진동),36.465527300000000,127.11130830000002,N,N,N,N,Y,Y,Y,Y,Y,Y,
국립과천과학관,FC000240,3,공공(기타),2008,495,02-3677-1500,http://www.sciencecenter.go.kr/gnsm_web/main/,경기도 과천시 상하벌로 110 (과천동),37.438245400000000,127.00591490000000,N,N,N,Y,Y,Y,N,N,N,Y,
국립광주박물관,FC003147,1,국립,,266,062-570-7000,https://gwangju.museum.go.kr/kor/sub01_03_01.do,광주광역시 북구 하서로 110(매곡동),35.189656600000000,126.88395150000000,N,N,N,N,N,Y,N,N,N,Y,
국립국악원,FC000009,5,국립,1951,2449,02-580-3300,http://www.gugak.go.kr,서울특별시 서초구 남부순환로 2364 (서초동) 국립국악원,37.478609400000000,127.01130690000002,Y,Y,N,N,N,Y,Y,Y,Y,Y,
국립극단 [명동],FC000005,1,국립,2009,547,00-1644-2003,http://www.ntck.or.kr,서울특별시 중구 명동길 35 (명동1가),37.563999000000000,126.98417380000001,N,Y,N,N,N,Y,Y,Y,Y,Y,
국립극단 [용산],FC001111,8,국립,2010,372,00-1644-2003,http://www.ntck.or.kr/,서울특별시 용산구 청파로 373 (서계동),37.552913500000000,126.96795470000006,N,Y,N,N,N,N,N,N,N,Y,
국립극장,FC000003,7,국립,1973,2432,02-2280-4114,http://www.ntok.go.kr,서울특별시 중구 장충단로 59 (장충동2가),37.552315300000000,126.99963600000001,N,N,Y,N,N,N,Y,Y,Y,Y,
국립김해박물관,FC004417,2,공공(기타),,242,055-320-6800,https://gimhae.museum.go.kr/kr/,경상남도 김해시 가야의길 190 (구산동),35.242889000000000,128.87343700000000,N,Y,N,N,Y,Y,N,N,N,N,
국립남도국악원,FC000030,2,국립,2004,640,061-540-4033,https://jindo.gugak.go.kr/,전라남도 진도군 임회면 진도대로 3818 국립남도국악원,34.384904800000000,126.22479020000003,N,Y,N,N,N,Y,Y,Y,N,Y,
국립대구과학관,FC003128,1,공공(기타),,201,053-670-6114,https://www.dnsm.or.kr/,대구광역시 달성군 유가읍 테크노대로6길 20,35.686655100000000,128.46576170000000,N,N,N,N,N,N,N,N,N,Y,
국립무형유산원,FC001518,2,국립,2014,756,063-280-1500,https://www.nihc.go.kr/,전라북도 전주시 완산구 서학로 95 - 0,35.810196700000000,127.16060979999997,N,Y,N,N,N,Y,N,N,N,Y,
국립민속국악원,FC001316,2,국립,1997,744,063-620-2324,https://namwon.gugak.go.kr/site/main/main.do,전라북도 남원시 양림길 54 - 0 국립민속국악원,35.401826200000000,127.39142549999997,N,N,N,N,N,N,N,N,N,Y,
국립백두대간수목원,FC002832,1,민간(대학로 외),,0,054-679-1000,https://www.bdna.or.kr/,경상북도 봉화군 춘양면 춘양로 1501,37.008129300000000,128.82996480000000,N,N,N,N,N,N,N,N,N,N,
국립부산과학관,FC004707,3,국립,,250,,https://www.sciport.or.kr/kor/Main.do,부산광역시 기장군 기장읍 동부산관광6로 59,35.204640000000000,129.21270700000000,N,N,N,N,N,N,N,N,N,N,
국립부산국악원,FC000730,3,국립,2008,1262,051-811-0114,http://busan.gugak.go.kr/portal/contents.do?mId=0505000000,부산광역시 부산진구 국악로 2 (연지동),35.171332900000000,129.05431039999996,N,Y,N,Y,N,Y,N,Y,N,Y,
국립부여박물관,FC001573,1,국립,2009,425,041-833-8563,http://buyeo.museum.go.kr/contents/sabiMain.do,충청남도 부여군 부여읍 금성로 5,36.276551500000000,126.91678849999994,N,N,N,N,N,Y,Y,Y,N,Y,
국립서울현충원,FC004137,1,국립,,0,02-1522-1555,https://www.mpva.go.kr/snmb/index.do,서울특별시 동작구 현충로 210 (동작동),37.499823700000000,126.97840840000000,N,N,N,N,Y,Y,Y,Y,Y,Y,
국립아시아문화전당,FC001270,19,국립,2015,4274,00-1899-5566,https://www.acc.go.kr/,광주광역시 동구 문화전당로 38 (광산동) 아시아문화전당,35.146719300000000,126.92025420000004,Y,Y,Y,Y,Y,N,N,N,N,Y,
국립정동극장,FC000006,2,국립,1995,850,02-751-1500,http://www.jeongdong.or.kr,서울특별시 중구 정동길 43 (정동),37.565967200000000,126.97285929999998,N,N,N,N,N,N,N,N,Y,Y,
국립정동극장 세실 (구.세실극장),FC001125,1,국립,1976,234,02-765-7500,https://www.jeongdong.or.kr/portal/main/main.do,서울특별시 중구 세종대로19길 16 (정동),37.566770100000000,126.97608230000003,N,N,N,N,N,N,N,N,N,N,
국립제주박물관,FC001710,1,공공(기타),2001,280,064-720-8000,http://jeju.museum.go.kr/html/kr/,제주특별자치도 제주시 일주동로 17 (건입동),33.513997000000000,126.54897000000005,N,Y,N,N,N,Y,Y,Y,Y,Y,
국립중앙박물관,FC001538,1,공공(기타),2005,417,02-2077-9000,http://www.museum.go.kr/site/main/home,서울특별시 용산구 서빙고로 137 (용산동6가),37.523850600000000,126.98047020000001,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,
국립중앙박물관 극장 용,FC000008,1,국립,2005,805,00-1544-5955,http://www.theateryong.or.kr,서울특별시 용산구 서빙고로 137 (용산동6가),37.523420300000000,126.97993989999998,Y,Y,N,N,Y,Y,Y,Y,Y,Y,
국립청주박물관,FC003357,1,공공(기타),1987,238,043-229-6300,https://cheongju.museum.go.kr/www/index.do,충청북도 청주시 상당구 명암로 143(명암동),36.649668900000000,127.51200910000000,N,N,N,N,N,N,N,N,N,N,
국립춘천박물관,FC002724,2,공공(기타),2002,1200,033-260-1500,https://chuncheon.museum.go.kr/,강원도 춘천시 우석로 70 (석사동),37.864018800000000,127.75219070000000,N,Y,N,Y,Y,Y,Y,Y,Y,Y,
국립한국해양대학교,FC004563,1,기타(비공연장),,0,,https://www.kmou.ac.kr/kmou/main.do,부산광역시 영도구 태종로 727 (동삼동),35.074861000000000,129.08826300000000,N,N,N,N,N,N,N,N,N,N,
국립해양생물자원관,FC001670,1,공공(기타),2015,212,041-950-0600,http://www.mabik.re.kr/html/kr/,충청남도 서천군 장항읍 장산로101번길 75,36.017575200000000,126.66949890000001,N,N,N,N,Y,Y,Y,Y,Y,Y,
국민건강보험공단 (원주),FC004501,1,공공(기타),,470,,,강원특별자치도 원주시 건강로 32 (반곡동),37.324599000000000,127.98648000000000,N,N,N,N,N,N,N,N,N,N,
국민대학교 국제관,FC002363,1,민간(대학로 외),1999,564,02-910-4114,https://www.kookmin.ac.kr/user/index.do,서울특별시 성북구 정릉로 77 (정릉동),37.610954900000000,126.99766690000000,N,Y,N,N,N,Y,Y,Y,Y,Y,
국민대학교 예술대학,FC001487,2,민간(대학로 외),2001,500,02-910-4463,https://art.kookmin.ac.kr/,서울특별시 성북구 정릉로 77 - 0 국민대학교,37.610869400000000,126.99728890000006,N,N,N,N,N,N,N,N,N,Y,
국민대학교 제로원디자인센터,FC002469,1,민간(대학로),2004,40,02-745-2490,https://zeroone.kookmin.ac.kr:444/,서울특별시 종로구 동숭길 122-6 (동숭동),37.583435000000000,127.00401690000000,N,N,N,N,N,N,N,N,N,N,
국악전용극장 잔치마당,FC004339,1,민간(대학로 외),,100,032-501-1454,,인천광역시 부평구 마장로 24 (십정동),37.481021100000000,126.70987010000000,N,N,N,N,N,N,N,N,N,N,
국일관콜라텍,FC004177,1,기타(비공연장),,0,,,서울특별시 종로구 수표로 96 (관수동),37.569705000000000,126.99002420000000,N,N,N,N,N,N,N,N,N,N,
국제라이온스협회 354B지구,FC004523,1,기타(비공연장),,0,,http://www.korealionsclubs.org/html/main.asp,경기도 수원시 팔달구 장다리로 243 (인계동),37.271424000000000,127.02639100000000,N,N,N,N,N,N,N,N,N,N,
국제아트홀,FC002585,1,민간(대학로 외),,186,02-548-1004,http://www.kukjearthall.com/,서울특별시 강남구 압구정로 162 (신사동),37.526297800000000,127.02744520000000,N,N,N,N,N,N,N,N,N,N,
국제연회장,FC004182,1,기타(비공연장),,1000,,,경기도 가평군 설악면 미사리로 278-64,37.681561500000000,127.52164910000000,N,N,N,N,N,N,N,N,N,N,
국제예술대학교,FC001947,1,민간(대학로 외),2018,248,02-542-8197,http://kua.ac.kr/,서울특별시 강남구 도산대로30길 47 (논현동),37.516909500000000,127.03105520000000,Y,Y,Y,N,N,Y,Y,N,N,Y,
국제예술대학교 아트센터,FC004255,1,민간(대학로 외),,0,,,서울특별시 강남구 논현로142길 26 (논현동),37.517596500000000,127.03137920000000,N,N,N,N,N,N,N,N,N,N,
국제자동차경주장,FC003315,1,기타(비공연장),,16138,061-288-4207,https://www.koreacircuit.kr:442/web,전라남도 영암군 삼호읍 에프원로 2,34.738126300000000,126.41559320000000,Y,Y,N,N,N,Y,N,N,N,Y,
국화소극장,FC001567,1,민간(대학로 외),2014,40,02-822-5707,http://dugonga.com/index_kw.php,서울특별시 동작구 상도로30길 8 (상도동),37.504746500000000,126.94127920000005,N,N,N,N,N,N,N,N,N,N,
군산대학교,FC003801,1,공공(기타),,0,,,전라북도 군산시 대학로 558 (미룡동),35.950345700000000,126.68035680000000,N,N,N,N,N,N,N,N,N,N,
군산새만금컨벤션센터(GSCO),FC001948,1,공공(기타),2014,2500,063-468-1880,http://www.gsco.kr/,전라북도 군산시 새만금북로 437 (오식도동),35.949245500000000,126.58376030000000,N,N,N,N,N,Y,N,N,N,Y,
